image_path,description,label,label_idx
dataset\train\images\6ce76067-e78f-42e3-a1d6-c04f92414038___RS_LB-5267-_JPG.rf.0b42d769a4bb79437a354827358d94d9.jpg,Тёмные пятна с серовато-зелёным ореолом,Late_blight,1
dataset\train\images\6ce76067-e78f-42e3-a1d6-c04f92414038___RS_LB-5267-_JPG.rf.5cf344c770d36cc10126cfa5e7cd70d1.jpg,Листья с тёмными зонами и пушистым белым покрытием,Late_blight,1
dataset\train\images\6ce76067-e78f-42e3-a1d6-c04f92414038___RS_LB-5267-_JPG.rf.d6a1ac730cb00bef8ec3cb3c53210b59.jpg,Листья с тёмными зонами и пушистым белым покрытием,Late_blight,1
dataset\train\images\6d31cafb-4cf9-455b-ac89-487444b650f7___RS_LB-4236-_JPG.rf.08a8e8175add4e6063582be28d8ae48c.jpg,Тёмные пятна с серовато-зелёным ореолом,Late_blight,1
dataset\train\images\6d31cafb-4cf9-455b-ac89-487444b650f7___RS_LB-4236-_JPG.rf.5849cb95035ae69039548a79ace3aad2.jpg,"Плесневой налёт, окружающий коричневые участки",Late_blight,1
dataset\train\images\6d31cafb-4cf9-455b-ac89-487444b650f7___RS_LB-4236-_JPG.rf.c25430e9b1510c7de54945640d454065.jpg,Листья с тёмными зонами и пушистым белым покрытием,Late_blight,1
dataset\train\images\6d51bd53-2556-410c-b151-547c83a06287___RS_LB-3276-_JPG.rf.2ae56e9bcf00f1dedc20af868d848555.jpg,Белёсый налёт плесени на нижней стороне листьев,Late_blight,1
dataset\train\images\6d51bd53-2556-410c-b151-547c83a06287___RS_LB-3276-_JPG.rf.bae93e113bccd937f1b68077bb56cbe2.jpg,Листья с тёмными зонами и пушистым белым покрытием,Late_blight,1
dataset\train\images\6d51bd53-2556-410c-b151-547c83a06287___RS_LB-3276-_JPG.rf.f1567a0f1875080eff2ad6a64eee6090.jpg,"Плесневой налёт, окружающий коричневые участки",Late_blight,1
dataset\train\images\6e400b10-43fd-4577-98bd-773a972392bc___Rutg__Bact_S-1903_JPG.rf.46b61119745f22cc0c1359a96ab84852.jpg,"Маленькие водянистые пятна, темнеющие со временем",Bacterial_spot,0
dataset\train\images\6e400b10-43fd-4577-98bd-773a972392bc___Rutg__Bact_S-1903_JPG.rf.930383d73153351255fcf9736e3f8925.jpg,Чёрные точки с влажным видом на листьях,Bacterial_spot,0
dataset\train\images\6e400b10-43fd-4577-98bd-773a972392bc___Rutg__Bact_S-1903_JPG.rf.a61498a1dd7154d30af7d79f13842209.jpg,Чёрные точки с влажным видом на листьях,Bacterial_spot,0
dataset\train\images\6e6ba2b7-f2dd-4e99-816a-0e0b8dd6d6bf___JR_FrgE_S-2762_90deg_JPG.rf.44464710a8bd31fdbccdee769d8ba10c.jpg,"Жилки листа с изменённым цветом, сопровождаемые пятнами",black_rot,2
dataset\train\images\6e6ba2b7-f2dd-4e99-816a-0e0b8dd6d6bf___JR_FrgE_S-2762_90deg_JPG.rf.b88613ce5801b25ecaa9e9f8dbbd75d5.jpg,Жёлтая кайма вокруг тёмных поражённых участков,black_rot,2
dataset\train\images\6e6ba2b7-f2dd-4e99-816a-0e0b8dd6d6bf___JR_FrgE_S-2762_90deg_JPG.rf.de412431ef3f2e50b0497405c75ad2cb.jpg,"Жилки листа с изменённым цветом, сопровождаемые пятнами",black_rot,2
dataset\train\images\6e76c70a-ef9d-4011-a1b7-9aae8bbedefb___Rutg__Bact_S-2359_JPG.rf.7b369fb000d9b4fa4bf3784f12bc9e85.jpg,"Мелкие пятна, напоминающие масляные капли",Bacterial_spot,0
dataset\train\images\6e76c70a-ef9d-4011-a1b7-9aae8bbedefb___Rutg__Bact_S-2359_JPG.rf.bc23f79eba314313d205f2228eb14f31.jpg,"Мелкие пятна, напоминающие масляные капли",Bacterial_spot,0
dataset\train\images\6e76c70a-ef9d-4011-a1b7-9aae8bbedefb___Rutg__Bact_S-2359_JPG.rf.d977bcc4f0cf533d360c8303a2fdf6b5.jpg,Чёрные точки с влажным видом на листьях,Bacterial_spot,0
dataset\train\images\6eac9441-b698-42ce-8d28-0cd0690cf502___Rutg__Bact_S-2264_JPG.rf.4842f620c4a8bc097100c17d4c8e506f.jpg,"Мелкие пятна, напоминающие масляные капли",Bacterial_spot,0
dataset\train\images\6eac9441-b698-42ce-8d28-0cd0690cf502___Rutg__Bact_S-2264_JPG.rf.550d96f9e912aeee7315a4ccb5612d94.jpg,"Маленькие водянистые пятна, темнеющие со временем",Bacterial_spot,0
dataset\train\images\6eac9441-b698-42ce-8d28-0cd0690cf502___Rutg__Bact_S-2264_JPG.rf.e464d483630ade32a0a5c9bcf51bc4ba.jpg,Чёрные точки с влажным видом на листьях,Bacterial_spot,0
dataset\train\images\6ecc23ac-9aed-47bb-8ee5-76574de85872___RS_LB-5010-_JPG.rf.22c839e43b4cc76214d2f7d3ff5fc789.jpg,Листья с тёмными зонами и пушистым белым покрытием,Late_blight,1
dataset\train\images\6ecc23ac-9aed-47bb-8ee5-76574de85872___RS_LB-5010-_JPG.rf.608045bcedc96620c8be743a41607ba6.jpg,Поражения с бледно-зелёной зоной вокруг пятен,Late_blight,1
dataset\train\images\6ecc23ac-9aed-47bb-8ee5-76574de85872___RS_LB-5010-_JPG.rf.bbd7cf6aefd8c627b4a50b74e9c97ce5.jpg,Поражения с бледно-зелёной зоной вокруг пятен,Late_blight,1
dataset\train\images\6ee5519f-53ca-469f-a0d7-ba5f4c50783c___Rutg__Bact_S-1648_JPG.rf.357ff230e0bfc05e692de85a60999481.jpg,"Мелкие пятна, напоминающие масляные капли",Bacterial_spot,0
dataset\train\images\6ee5519f-53ca-469f-a0d7-ba5f4c50783c___Rutg__Bact_S-1648_JPG.rf.5279fefd4bee2c52364720ddc7c91823.jpg,Мелкие чёрные пятна с водянистой текстурой и неровными краями,Bacterial_spot,0
dataset\train\images\6ee5519f-53ca-469f-a0d7-ba5f4c50783c___Rutg__Bact_S-1648_JPG.rf.c17db9c8135332602017381a76d7337c.jpg,"Маленькие водянистые пятна, темнеющие со временем",Bacterial_spot,0
dataset\train\images\6ef60810-911d-4f96-9fa7-7bc5064b96c5___Rutg__Bact_S-2012_JPG.rf.253d801f191e4830e3b2cd42286755e8.jpg,"Маленькие водянистые пятна, темнеющие со временем",Bacterial_spot,0
dataset\train\images\6ef60810-911d-4f96-9fa7-7bc5064b96c5___Rutg__Bact_S-2012_JPG.rf.5df6a9b348918815bd01793a6cf50137.jpg,Чёрные точки с влажным видом на листьях,Bacterial_spot,0
dataset\train\images\6ef60810-911d-4f96-9fa7-7bc5064b96c5___Rutg__Bact_S-2012_JPG.rf.935d628894b9632ef49f5ca7dc643ade.jpg,Чёрные точки с влажным видом на листьях,Bacterial_spot,0
dataset\train\images\6efc332c-d320-44c9-bffc-52aa866a549e___Rutg__Bact_S-1627_JPG.rf.2a56df1a87350d9d31ebfbdebdeffb6f.jpg,"Мелкие пятна, напоминающие масляные капли",Bacterial_spot,0
dataset\train\images\6efc332c-d320-44c9-bffc-52aa866a549e___Rutg__Bact_S-1627_JPG.rf.8a5846b78dc4fc243dbb13a0a7e8f667.jpg,"Мелкие пятна, напоминающие масляные капли",Bacterial_spot,0
dataset\train\images\6efc332c-d320-44c9-bffc-52aa866a549e___Rutg__Bact_S-1627_JPG.rf.8d92f9d59c3c1ecd68652ae389cb71c7.jpg,Чёрные точки с влажным видом на листьях,Bacterial_spot,0
dataset\train\images\6f0fffdc-876f-449f-b03e-f25081f2c44f___RS_LB-4096-_JPG.rf.4b38e5d28852f293d2c5046b155a0bb7.jpg,Листья с тёмными зонами и пушистым белым покрытием,Late_blight,1
dataset\train\images\6f0fffdc-876f-449f-b03e-f25081f2c44f___RS_LB-4096-_JPG.rf.576866ddedd21785ddce529ec6c3cf97.jpg,Коричнево-чёрные пятна с расплывчатыми границами,Late_blight,1
dataset\train\images\6f0fffdc-876f-449f-b03e-f25081f2c44f___RS_LB-4096-_JPG.rf.c249f33ad336bfdc804f188f92484858.jpg,Листья с тёмными зонами и пушистым белым покрытием,Late_blight,1
dataset\train\images\6f35e6d0-d106-4022-a546-dd10e804c3b8___Rutg__Bact_S-1871_JPG.rf.6d33c058cec0d2f40b2b2f2d034bdd05.jpg,"Маленькие водянистые пятна, темнеющие со временем",Bacterial_spot,0
dataset\train\images\6f35e6d0-d106-4022-a546-dd10e804c3b8___Rutg__Bact_S-1871_JPG.rf.d36786947d64ab4ba0a5404e6e977d15.jpg,"Мелкие пятна, напоминающие масляные капли",Bacterial_spot,0
dataset\train\images\6f35e6d0-d106-4022-a546-dd10e804c3b8___Rutg__Bact_S-1871_JPG.rf.eb8e630a4b273e3fe211e7a9df979070.jpg,"Маленькие водянистые пятна, темнеющие со временем",Bacterial_spot,0
dataset\train\images\6fa565d1-4fab-4331-b30d-772babc186a4___RS_LB-3887-_JPG.rf.51f59b88842499762824f957ccf762c1.jpg,Поражения с бледно-зелёной зоной вокруг пятен,Late_blight,1
dataset\train\images\6fa565d1-4fab-4331-b30d-772babc186a4___RS_LB-3887-_JPG.rf.a74157fc9db6c7812e7711eb5f0e0172.jpg,"Плесневой налёт, окружающий коричневые участки",Late_blight,1
dataset\train\images\6fa565d1-4fab-4331-b30d-772babc186a4___RS_LB-3887-_JPG.rf.a861b7b02718f775848979a082c70b65.jpg,Тёмные пятна с серовато-зелёным ореолом,Late_blight,1
dataset\train\images\70ba699d-a8aa-494a-889f-fd7e54a723be___JR_FrgE_S-2760_90deg_JPG.rf.2960e2c5534acc00d4f49fc00a72432e.jpg,"Мягкие, увядающие участки вокруг тёмных пятен",black_rot,2
dataset\train\images\70ba699d-a8aa-494a-889f-fd7e54a723be___JR_FrgE_S-2760_90deg_JPG.rf.8f767289c2ce5c7986662df472d3e003.jpg,Жёлтая кайма вокруг тёмных поражённых участков,black_rot,2
dataset\train\images\70ba699d-a8aa-494a-889f-fd7e54a723be___JR_FrgE_S-2760_90deg_JPG.rf.fb9431e4ed008fdb14fd83447d6fec5a.jpg,"Жилки листа с изменённым цветом, сопровождаемые пятнами",black_rot,2
dataset\train\images\717c4f62-f05f-4345-a5d7-3b34f3a2efb6___JR_FrgE_S-2836_JPG.rf.66291520291bda568661e6a5623ed1ec.jpg,"Жилки листа с изменённым цветом, сопровождаемые пятнами",black_rot,2
dataset\train\images\717c4f62-f05f-4345-a5d7-3b34f3a2efb6___JR_FrgE_S-2836_JPG.rf.e48d1ee8ba1dae55d2f034190f01cc7b.jpg,"Жилки листа с изменённым цветом, сопровождаемые пятнами",black_rot,2
dataset\train\images\717c4f62-f05f-4345-a5d7-3b34f3a2efb6___JR_FrgE_S-2836_JPG.rf.f556a5432df38cd9e78cf0e9b06de5da.jpg,"Жилки листа с изменённым цветом, сопровождаемые пятнами",black_rot,2
dataset\train\images\73b7ad12-02d0-4775-8f51-c7d404177132___JR_FrgE_S-2969_270deg_JPG.rf.5184799253bbbce841d467d919442799.jpg,Листья с пожелтевшими краями и чёрными пятнами,black_rot,2
dataset\train\images\73b7ad12-02d0-4775-8f51-c7d404177132___JR_FrgE_S-2969_270deg_JPG.rf.9ab0a27907feaedcd44f3fc5a973dea5.jpg,Тёмные пятна с неровными краями на поверхности листьев,black_rot,2
dataset\train\images\73b7ad12-02d0-4775-8f51-c7d404177132___JR_FrgE_S-2969_270deg_JPG.rf.f40cb5ee88283342bd137d44b4e3df5a.jpg,Размягчение тканей листа в зонах поражения,black_rot,2
dataset\train\images\74dfd7d6-e78e-47d9-8530-35acab5cd01f___JR_FrgE_S-3027_JPG.rf.546483379f87b0175b8709a1aa11ef01.jpg,Жёлтая кайма вокруг тёмных поражённых участков,black_rot,2
dataset\train\images\74dfd7d6-e78e-47d9-8530-35acab5cd01f___JR_FrgE_S-3027_JPG.rf.905cbbd8f07318013fd5a9ee008722ef.jpg,"Чёрные отметины, распространяющиеся по листу",black_rot,2
dataset\train\images\74dfd7d6-e78e-47d9-8530-35acab5cd01f___JR_FrgE_S-3027_JPG.rf.c3878a7ff6a777aadf1413b20d3a0d62.jpg,Тёмные пятна с неровными краями на поверхности листьев,black_rot,2
dataset\train\images\7558e6ff-8441-4ed8-b881-54288ab95441___JR_FrgE_S-2920_JPG.rf.477e5bfbfd61d925706fb03ff00fe43e.jpg,"Чёрные отметины, распространяющиеся по листу",black_rot,2
dataset\train\images\7558e6ff-8441-4ed8-b881-54288ab95441___JR_FrgE_S-2920_JPG.rf.afaffbb2bc5921be0c379ad3e1a743fd.jpg,"Мягкие, увядающие участки вокруг тёмных пятен",black_rot,2
dataset\train\images\7558e6ff-8441-4ed8-b881-54288ab95441___JR_FrgE_S-2920_JPG.rf.b0fcf39d309a9930aa565a44eda9ee8d.jpg,"Чёрные отметины, распространяющиеся по листу",black_rot,2
dataset\train\images\78d063f1-e38a-414f-85f1-72cbf3dbe229___JR_FrgE_S-2884_JPG.rf.5a6f7a69bbfe4300c1f81437134b4081.jpg,"Мягкие, увядающие участки вокруг тёмных пятен",black_rot,2
dataset\train\images\78d063f1-e38a-414f-85f1-72cbf3dbe229___JR_FrgE_S-2884_JPG.rf.cd5b3506aee866e2a7d1503db19fa6af.jpg,"Чёрные отметины, распространяющиеся по листу",black_rot,2
dataset\train\images\78d063f1-e38a-414f-85f1-72cbf3dbe229___JR_FrgE_S-2884_JPG.rf.d807d4c9ae549f0981634e79a2bf3336.jpg,Тёмные пятна с неровными краями на поверхности листьев,black_rot,2
dataset\train\images\7a4371b2-72c6-414e-b73e-6e4b4adab72f___RS_LB-3289-_JPG.rf.01e2f2d47425d92d19fbf6fdab69f21d.jpg,Тёмные пятна с серовато-зелёным ореолом,Late_blight,1
dataset\train\images\7a4371b2-72c6-414e-b73e-6e4b4adab72f___RS_LB-3289-_JPG.rf.07a83b95843692378547e3dc65f55678.jpg,"Плесневой налёт, окружающий коричневые участки",Late_blight,1
dataset\train\images\7a4371b2-72c6-414e-b73e-6e4b4adab72f___RS_LB-3289-_JPG.rf.a6a642773847420dc59558405d18fee5.jpg,Коричнево-чёрные пятна с расплывчатыми границами,Late_blight,1
dataset\train\images\7b38a18a-65a4-4162-b48a-658b846be5a2___RS_LB-2733-_JPG.rf.a9be94226a7e8d28bb07caf0fbf03cbb.jpg,Листья с тёмными зонами и пушистым белым покрытием,Late_blight,1
dataset\train\images\7b38a18a-65a4-4162-b48a-658b846be5a2___RS_LB-2733-_JPG.rf.f1d590671c2ac09bbc6a228060cacd46.jpg,Тёмные пятна с серовато-зелёным ореолом,Late_blight,1
dataset\train\images\7b38a18a-65a4-4162-b48a-658b846be5a2___RS_LB-2733-_JPG.rf.fcdde6602eb4ea4f978a3579fe9924b4.jpg,Белёсый налёт плесени на нижней стороне листьев,Late_blight,1
dataset\train\images\7d2062c0-076d-4b98-b9f4-681f9b728cd9___JR_FrgE_S-8633_90deg_JPG.rf.09165c3f4c1105f6ae9a6b20ae18fba8.jpg,Жёлтая кайма вокруг тёмных поражённых участков,black_rot,2
dataset\train\images\7d2062c0-076d-4b98-b9f4-681f9b728cd9___JR_FrgE_S-8633_90deg_JPG.rf.0a556a418ff49ea1de408b6bc823b65d.jpg,"Мягкие, увядающие участки вокруг тёмных пятен",black_rot,2
dataset\train\images\7d2062c0-076d-4b98-b9f4-681f9b728cd9___JR_FrgE_S-8633_90deg_JPG.rf.a825774da98756447f36de79a2ec8837.jpg,"Чёрные отметины, распространяющиеся по листу",black_rot,2
dataset\train\images\7e008f42-c268-4ca8-9acc-4682019ba060___JR_FrgE_S-8600_JPG.rf.3acd0afad712efe1905bbb1866717fb0.jpg,"Чёрные отметины, распространяющиеся по листу",black_rot,2
dataset\train\images\7e008f42-c268-4ca8-9acc-4682019ba060___JR_FrgE_S-8600_JPG.rf.41a2626d476608a8c24a8a08be5d3723.jpg,"Чёрные отметины, распространяющиеся по листу",black_rot,2
dataset\train\images\7e008f42-c268-4ca8-9acc-4682019ba060___JR_FrgE_S-8600_JPG.rf.edef8647e4fc29f5fdfe4c99b91f51f5.jpg,Тёмные пятна с неровными краями на поверхности листьев,black_rot,2
dataset\train\images\7e1cd97d-b5a3-4c92-b258-0aa90e6fb806___RS_LB-4826-_JPG.rf.093c43f56d6d0cb8421fbb77dd0fa9f1.jpg,Белёсый налёт плесени на нижней стороне листьев,Late_blight,1
dataset\train\images\7e1cd97d-b5a3-4c92-b258-0aa90e6fb806___RS_LB-4826-_JPG.rf.5b635c1af35cad047c3bfde5ade50e62.jpg,Белёсый налёт плесени на нижней стороне листьев,Late_blight,1
dataset\train\images\7e1cd97d-b5a3-4c92-b258-0aa90e6fb806___RS_LB-4826-_JPG.rf.6d89eee561323d056f80e62e4a9a7ab7.jpg,Тёмные пятна с серовато-зелёным ореолом,Late_blight,1
dataset\train\images\81c39f57-58f1-43cb-9d40-687e88b4734a___JR_FrgE_S-2960_JPG.rf.2c61a181a96d31a61c37509c86c6cd97.jpg,Жёлтая кайма вокруг тёмных поражённых участков,black_rot,2
dataset\train\images\81c39f57-58f1-43cb-9d40-687e88b4734a___JR_FrgE_S-2960_JPG.rf.98bdb06d98c8496cdc78e00941078b07.jpg,"Мягкие, увядающие участки вокруг тёмных пятен",black_rot,2
dataset\train\images\81c39f57-58f1-43cb-9d40-687e88b4734a___JR_FrgE_S-2960_JPG.rf.dcf43bd6a2f889c5fce4404eb9c7c097.jpg,"Мягкие, увядающие участки вокруг тёмных пятен",black_rot,2
dataset\train\images\8440ba8d-c3be-4824-ad91-b19e45a14487___JR_FrgE_S-2772_JPG.rf.109c895bd309ed33a1054b35463332ce.jpg,Размягчение тканей листа в зонах поражения,black_rot,2
dataset\train\images\8440ba8d-c3be-4824-ad91-b19e45a14487___JR_FrgE_S-2772_JPG.rf.7e460c83262673940e320949076aa795.jpg,Жёлтая кайма вокруг тёмных поражённых участков,black_rot,2
dataset\train\images\8440ba8d-c3be-4824-ad91-b19e45a14487___JR_FrgE_S-2772_JPG.rf.96c1c767127a9cfc9214db3a603cc3cc.jpg,"Чёрные отметины, распространяющиеся по листу",black_rot,2
dataset\train\images\888c8b6e-55cb-4492-b489-22f3624f1c39___JR_FrgE_S-8765_270deg_JPG.rf.1c140a155fd4c8e576dc45d5327c36ab.jpg,Листья с пожелтевшими краями и чёрными пятнами,black_rot,2
dataset\train\images\888c8b6e-55cb-4492-b489-22f3624f1c39___JR_FrgE_S-8765_270deg_JPG.rf.6a12e194883170f39a730ab8031822fd.jpg,Листья с пожелтевшими краями и чёрными пятнами,black_rot,2
dataset\train\images\888c8b6e-55cb-4492-b489-22f3624f1c39___JR_FrgE_S-8765_270deg_JPG.rf.c164455bc57caccabf22d3416ee59fa9.jpg,Размягчение тканей листа в зонах поражения,black_rot,2
dataset\train\images\8a1bb676-5d3e-423b-a667-c72d099215ab___JR_FrgE_S-2842_JPG.rf.64f241168b9dd1b64777de82a48cf69d.jpg,Размягчение тканей листа в зонах поражения,black_rot,2
dataset\train\images\8a1bb676-5d3e-423b-a667-c72d099215ab___JR_FrgE_S-2842_JPG.rf.7b8911af44601c7776668ef8aefb1181.jpg,Листья с пожелтевшими краями и чёрными пятнами,black_rot,2
dataset\train\images\8a1bb676-5d3e-423b-a667-c72d099215ab___JR_FrgE_S-2842_JPG.rf.ca908a9ffabdef80362b359a801b84dd.jpg,"Чёрные отметины, распространяющиеся по листу",black_rot,2
dataset\train\images\8c033a16-bdf6-46ee-ac3b-2d84a6940950___JR_FrgE_S-8614_270deg_JPG.rf.2da2f28e46ef0996fff3cc3407da2e92.jpg,"Чёрные отметины, распространяющиеся по листу",black_rot,2
dataset\train\images\8c033a16-bdf6-46ee-ac3b-2d84a6940950___JR_FrgE_S-8614_270deg_JPG.rf.a0416f6227d26ae1acc5572d5e759221.jpg,Листья с пожелтевшими краями и чёрными пятнами,black_rot,2
dataset\train\images\8c033a16-bdf6-46ee-ac3b-2d84a6940950___JR_FrgE_S-8614_270deg_JPG.rf.a6df0b6bc9f0cd8cabc00cedbebabe41.jpg,Листья с пожелтевшими краями и чёрными пятнами,black_rot,2
dataset\train\images\8d251b39-0648-433a-93a1-809aa0871f12___Rutg__Bact_S-1890_JPG.rf.26ba961c3abd997bb03450f367fa3bc2.jpg,"Маленькие водянистые пятна, темнеющие со временем",Bacterial_spot,0
dataset\train\images\8d251b39-0648-433a-93a1-809aa0871f12___Rutg__Bact_S-1890_JPG.rf.5546d9915e4643b8dd224d456f00cab1.jpg,"Маленькие водянистые пятна, темнеющие со временем",Bacterial_spot,0
dataset\train\images\8d251b39-0648-433a-93a1-809aa0871f12___Rutg__Bact_S-1890_JPG.rf.d45454786c3c0c3a4816490f73c9a77c.jpg,Небольшие тёмные поражения с жирной поверхностью,Bacterial_spot,0
dataset\train\images\8d284a8b-24ba-4735-a4e7-6faf2d6b3579___Rutg__Bact_S-1121_JPG.rf.aa3ba2e15c7709ec39a0baf8e1171b10.jpg,Чёрные точки с влажным видом на листьях,Bacterial_spot,0
dataset\train\images\8d284a8b-24ba-4735-a4e7-6faf2d6b3579___Rutg__Bact_S-1121_JPG.rf.da8442e88ec2ec39f27b40617d6a005f.jpg,Небольшие тёмные поражения с жирной поверхностью,Bacterial_spot,0
dataset\train\images\8d284a8b-24ba-4735-a4e7-6faf2d6b3579___Rutg__Bact_S-1121_JPG.rf.f90a0b69ce1b5f3a2a4c2915b41b74d1.jpg,Коричневато-чёрные отметины с маслянистым блеском,Bacterial_spot,0
dataset\train\images\8e043345-34e4-4cdf-9608-8081fa0073dd___Rutg__Bact_S-1690_JPG.rf.91d98f672733d6ae70138c21ab163860.jpg,Коричневато-чёрные отметины с маслянистым блеском,Bacterial_spot,0
dataset\train\images\8e043345-34e4-4cdf-9608-8081fa0073dd___Rutg__Bact_S-1690_JPG.rf.c87062dfec2e9a078bd0a2e0298c76b1.jpg,"Маленькие водянистые пятна, темнеющие со временем",Bacterial_spot,0
dataset\train\images\8e043345-34e4-4cdf-9608-8081fa0073dd___Rutg__Bact_S-1690_JPG.rf.ec57584fb4cf6b127ab0c8d9fc505314.jpg,Мелкие чёрные пятна с водянистой текстурой и неровными краями,Bacterial_spot,0
dataset\train\images\8f3ed2e0-268d-485c-bfd0-0911db9ab888___JR_FrgE_S-8820_JPG.rf.4b8a922960024a17fc90ad109f08b2c8.jpg,"Жилки листа с изменённым цветом, сопровождаемые пятнами",black_rot,2
dataset\train\images\8f3ed2e0-268d-485c-bfd0-0911db9ab888___JR_FrgE_S-8820_JPG.rf.5a7d0d2f281da3b3cacb20920ba29ff3.jpg,Размягчение тканей листа в зонах поражения,black_rot,2
dataset\train\images\8f3ed2e0-268d-485c-bfd0-0911db9ab888___JR_FrgE_S-8820_JPG.rf.d9aaa29c4501e480f589b3ee5c9ea30c.jpg,Жёлтая кайма вокруг тёмных поражённых участков,black_rot,2
dataset\train\images\8f695761-5743-439a-8e91-10c9b3060031___Rutg__Bact_S-2026_JPG.rf.26aba53755a7f3c46e91593f392cf205.jpg,"Маленькие водянистые пятна, темнеющие со временем",Bacterial_spot,0
dataset\train\images\8f695761-5743-439a-8e91-10c9b3060031___Rutg__Bact_S-2026_JPG.rf.628ad99a1f31051b4c3c7bda74d26a01.jpg,Мелкие чёрные пятна с водянистой текстурой и неровными краями,Bacterial_spot,0
dataset\train\images\8f695761-5743-439a-8e91-10c9b3060031___Rutg__Bact_S-2026_JPG.rf.f8e8b6f8d831bf00bc7956fddd375328.jpg,Небольшие тёмные поражения с жирной поверхностью,Bacterial_spot,0
dataset\train\images\8fa85b82-300b-4403-9b6e-22662bac799b___Rutg__Bact_S-1573_JPG.rf.613cd20c2ee6f998ba689ed6ef21d052.jpg,"Мелкие пятна, напоминающие масляные капли",Bacterial_spot,0
dataset\train\images\8fa85b82-300b-4403-9b6e-22662bac799b___Rutg__Bact_S-1573_JPG.rf.b2c62cbdec9c8128df43166ae2e95c7b.jpg,"Мелкие пятна, напоминающие масляные капли",Bacterial_spot,0
dataset\train\images\8fa85b82-300b-4403-9b6e-22662bac799b___Rutg__Bact_S-1573_JPG.rf.e4198782d2c632680fa60969a06986d1.jpg,Небольшие тёмные поражения с жирной поверхностью,Bacterial_spot,0
dataset\train\images\8fbc5547-f122-48a6-a715-4b2d904e3334___Rutg__Bact_S-2209_JPG.rf.1da5daab395502d899d16bed8b3b3ff7.jpg,Коричневато-чёрные отметины с маслянистым блеском,Bacterial_spot,0
dataset\train\images\8fbc5547-f122-48a6-a715-4b2d904e3334___Rutg__Bact_S-2209_JPG.rf.abda4c89e476d437df0459dd97b2dd55.jpg,Чёрные точки с влажным видом на листьях,Bacterial_spot,0
dataset\train\images\8fbc5547-f122-48a6-a715-4b2d904e3334___Rutg__Bact_S-2209_JPG.rf.da9615adb1ddda23d92c506ef3b375a4.jpg,Чёрные точки с влажным видом на листьях,Bacterial_spot,0
dataset\train\images\938c07c1-f2ad-4cbe-b088-51a085442c3b___JR_FrgE_S-2846_JPG.rf.1dbea20e7ef54d44b924414ac8ae37ef.jpg,Тёмные пятна с неровными краями на поверхности листьев,black_rot,2
dataset\train\images\938c07c1-f2ad-4cbe-b088-51a085442c3b___JR_FrgE_S-2846_JPG.rf.3de002bce146a2f768df0ef1745802b5.jpg,"Мягкие, увядающие участки вокруг тёмных пятен",black_rot,2
dataset\train\images\938c07c1-f2ad-4cbe-b088-51a085442c3b___JR_FrgE_S-2846_JPG.rf.97386d3424dcd599f0c630c54855d9d3.jpg,Тёмные пятна с неровными краями на поверхности листьев,black_rot,2
dataset\train\images\952ab9a0-bfcc-408c-a7d7-c8ae485acb7c___JR_FrgE_S-2993_270deg_JPG.rf.75f3e6ba1603137a03ad8cd07c79c122.jpg,Листья с пожелтевшими краями и чёрными пятнами,black_rot,2
dataset\train\images\952ab9a0-bfcc-408c-a7d7-c8ae485acb7c___JR_FrgE_S-2993_270deg_JPG.rf.a1ecee404f927860b53ef7d3a5d38f3e.jpg,Размягчение тканей листа в зонах поражения,black_rot,2
dataset\train\images\952ab9a0-bfcc-408c-a7d7-c8ae485acb7c___JR_FrgE_S-2993_270deg_JPG.rf.ae218c2d54b97a27bfb81273f6984de7.jpg,Листья с пожелтевшими краями и чёрными пятнами,black_rot,2
dataset\train\images\968bdbff-52bd-4cf6-a443-96d960b554ac___JR_FrgE_S-3094_90deg_JPG.rf.14aedb54d15cbb550f7c770f702091e6.jpg,"Мягкие, увядающие участки вокруг тёмных пятен",black_rot,2
dataset\train\images\968bdbff-52bd-4cf6-a443-96d960b554ac___JR_FrgE_S-3094_90deg_JPG.rf.34599266d719691aef446f4599db2b86.jpg,"Мягкие, увядающие участки вокруг тёмных пятен",black_rot,2
dataset\train\images\968bdbff-52bd-4cf6-a443-96d960b554ac___JR_FrgE_S-3094_90deg_JPG.rf.e73d2b1ce09df47d920e2f0c2ef77866.jpg,Жёлтая кайма вокруг тёмных поражённых участков,black_rot,2
dataset\train\images\9b0638f0-0599-497f-9bd0-2364ab5dc082___Rutg__Bact_S-1866_JPG.rf.04312755ccf11bde4a1d39f4f75d4d3d.jpg,Небольшие тёмные поражения с жирной поверхностью,Bacterial_spot,0
dataset\train\images\9b0638f0-0599-497f-9bd0-2364ab5dc082___Rutg__Bact_S-1866_JPG.rf.256c80a4702299181db9221bf5c5da6b.jpg,Мелкие чёрные пятна с водянистой текстурой и неровными краями,Bacterial_spot,0
dataset\train\images\9b0638f0-0599-497f-9bd0-2364ab5dc082___Rutg__Bact_S-1866_JPG.rf.2fec2ad7110b9a70426534c3f47fd532.jpg,Небольшие тёмные поражения с жирной поверхностью,Bacterial_spot,0
dataset\train\images\9b6ea091-a4a9-4021-b125-bc48b2f64a68___Rutg__Bact_S-1778_JPG.rf.2e395a09d39d60017153666ef7912fc4.jpg,Небольшие тёмные поражения с жирной поверхностью,Bacterial_spot,0
